sample,response,population,percentage
sample00800,no,monocyte,20.33
sample00807,no,monocyte,16.02
sample00808,no,monocyte,21.92
sample00809,no,monocyte,15.06
sample00849,no,monocyte,23.6
sample00850,no,monocyte,18.09
sample00851,no,monocyte,19.23
sample00867,no,monocyte,21.07
sample00868,no,monocyte,20.33
sample00869,no,monocyte,17.15
sample00918,no,monocyte,18.9
sample00919,no,monocyte,15.44
sample00920,no,monocyte,26.66
sample00966,no,monocyte,27.71
sample00967,no,monocyte,11.66
sample00968,no,monocyte,17.89
sample00987,no,monocyte,22.25
sample00988,no,monocyte,20.96
sample00989,no,monocyte,17.78
sample01011,no,monocyte,17.08
sample01012,no,monocyte,13.28
sample01013,no,monocyte,20.85
sample01023,no,monocyte,21.25
sample01024,no,monocyte,20.88
sample01025,no,monocyte,18.95
sample01041,no,monocyte,15.32
sample01042,no,monocyte,16.2
sample01043,no,monocyte,21.33
sample01053,no,monocyte,19.17
sample01054,no,monocyte,19.1
sample01055,no,monocyte,18.56
sample01062,no,monocyte,25.12
sample01063,no,monocyte,15.32
sample01064,no,monocyte,30.5
sample01110,no,monocyte,27.5
sample01111,no,monocyte,15.1
sample01112,no,monocyte,18.77
sample01134,no,monocyte,20.79
sample01135,no,monocyte,19.87
sample01136,no,monocyte,25.05
sample01137,no,monocyte,18.05
sample01138,no,monocyte,20.03
sample01139,no,monocyte,16.45
sample01143,no,monocyte,22.62
sample01144,no,monocyte,11.43
sample01145,no,monocyte,22.04
sample01152,no,monocyte,23.61
sample01153,no,monocyte,17.22
sample01154,no,monocyte,17.04
sample01161,no,monocyte,20.15
sample01162,no,monocyte,18.27
sample01163,no,monocyte,23.6
sample01218,no,monocyte,14.17
sample01219,no,monocyte,16.75
sample01220,no,monocyte,15.99
sample01227,no,monocyte,15.34
sample01228,no,monocyte,27.73
sample01229,no,monocyte,23.98
sample01230,no,monocyte,23.89
sample01231,no,monocyte,16.82
sample01232,no,monocyte,16.15
sample01242,no,monocyte,23.61
sample01243,no,monocyte,15.23
sample01244,no,monocyte,27.6
sample01314,no,monocyte,23.77
sample01315,no,monocyte,23.25
sample01316,no,monocyte,16.83
sample01344,no,monocyte,23.05
sample01345,no,monocyte,16.62
sample01346,no,monocyte,20.86
sample01386,no,monocyte,15.8
sample01387,no,monocyte,23.09
sample01388,no,monocyte,17.93
sample01395,no,monocyte,15.44
sample01396,no,monocyte,19.2
sample01397,no,monocyte,26.68
sample01413,no,monocyte,18.45
sample01414,no,monocyte,26.62
sample01415,no,monocyte,18.38
sample01431,no,monocyte,16.46
sample01432,no,monocyte,30.88
sample01433,no,monocyte,23.71
sample01542,no,monocyte,20.46
sample01543,no,monocyte,26.46
sample01544,no,monocyte,19.45
sample01554,no,monocyte,20.19
sample01555,no,monocyte,13.82
sample01556,no,monocyte,23.34
sample01587,no,monocyte,21.04
sample01588,no,monocyte,27.53
sample01589,no,monocyte,25.45
sample01611,no,monocyte,24.63
sample01612,no,monocyte,15.16
sample01613,no,monocyte,21.66
sample01674,no,monocyte,19.88
sample01675,no,monocyte,17.15
sample01676,no,monocyte,14.57
sample01680,no,monocyte,22.87
sample01681,no,monocyte,17.87
sample01682,no,monocyte,15.71
sample01686,no,monocyte,15.62
sample01687,no,monocyte,13.68
sample01688,no,monocyte,17.42
sample01701,no,monocyte,21.69
sample01702,no,monocyte,20.08
sample01703,no,monocyte,20.17
sample01722,no,monocyte,17.09
sample01723,no,monocyte,16.82
sample01724,no,monocyte,14.74
sample01752,no,monocyte,18.33
sample01753,no,monocyte,19.63
sample01754,no,monocyte,19.56
sample01767,no,monocyte,15.64
sample01768,no,monocyte,23.42
sample01769,no,monocyte,12.21
sample01803,no,monocyte,18.04
sample01804,no,monocyte,16.93
sample01805,no,monocyte,17.12
sample01809,no,monocyte,15.66
sample01810,no,monocyte,20.53
sample01811,no,monocyte,17.16
sample01812,no,monocyte,23.82
sample01813,no,monocyte,29.76
sample01814,no,monocyte,16.66
sample01848,no,monocyte,24.54
sample01849,no,monocyte,15.76
sample01850,no,monocyte,21.69
sample01866,no,monocyte,19.23
sample01867,no,monocyte,24.19
sample01868,no,monocyte,17.65
sample01875,no,monocyte,25.03
sample01876,no,monocyte,19.47
sample01877,no,monocyte,23.62
sample01884,no,monocyte,16.49
sample01885,no,monocyte,14.79
sample01886,no,monocyte,16.78
sample01893,no,monocyte,21.28
sample01894,no,monocyte,24.89
sample01895,no,monocyte,16.7
sample01914,no,monocyte,19.07
sample01915,no,monocyte,12.29
sample01916,no,monocyte,22.04
sample01926,no,monocyte,19.1
sample01927,no,monocyte,21.83
sample01928,no,monocyte,18.12
sample01932,no,monocyte,19.34
sample01933,no,monocyte,19.88
sample01934,no,monocyte,15.38
sample01968,no,monocyte,22.7
sample01969,no,monocyte,20.55
sample01970,no,monocyte,12.45
sample01986,no,monocyte,26.19
sample01987,no,monocyte,23.38
sample01988,no,monocyte,18.94
sample01992,no,monocyte,19.94
sample01993,no,monocyte,21.71
sample01994,no,monocyte,18.47
sample02010,no,monocyte,20.09
sample02011,no,monocyte,26.55
sample02012,no,monocyte,24.65
sample02016,no,monocyte,22.2
sample02017,no,monocyte,17.39
sample02018,no,monocyte,22.85
sample02040,no,monocyte,26.08
sample02041,no,monocyte,24.39
sample02042,no,monocyte,22.15
sample02046,no,monocyte,21.08
sample02047,no,monocyte,19.86
sample02048,no,monocyte,26.19
sample02061,no,monocyte,25.39
sample02062,no,monocyte,18.5
sample02063,no,monocyte,19.75
sample02109,no,monocyte,17.85
sample02110,no,monocyte,22.95
sample02111,no,monocyte,20.9
sample02148,no,monocyte,20.92
sample02149,no,monocyte,13.54
sample02150,no,monocyte,27.5
sample02169,no,monocyte,22.72
sample02170,no,monocyte,22.94
sample02171,no,monocyte,28.36
sample02205,no,monocyte,19.59
sample02206,no,monocyte,22.57
sample02207,no,monocyte,24.53
sample02214,no,monocyte,16.51
sample02215,no,monocyte,17.57
sample02216,no,monocyte,23.68
sample02232,no,monocyte,21.72
sample02233,no,monocyte,17.21
sample02234,no,monocyte,23.21
sample02253,no,monocyte,16.45
sample02254,no,monocyte,20.57
sample02255,no,monocyte,14.35
sample02286,no,monocyte,19.6
sample02287,no,monocyte,24.74
sample02288,no,monocyte,19.73
sample02289,no,monocyte,24.07
sample02290,no,monocyte,23.28
sample02291,no,monocyte,19.94
sample02319,no,monocyte,15.72
sample02320,no,monocyte,17.39
sample02321,no,monocyte,24.02
sample02334,no,monocyte,13.79
sample02335,no,monocyte,22.44
sample02336,no,monocyte,17.62
sample02355,no,monocyte,18.68
sample02356,no,monocyte,28.14
sample02357,no,monocyte,23.39
sample02364,no,monocyte,20.78
sample02365,no,monocyte,17.19
sample02366,no,monocyte,20.42
sample02412,no,monocyte,21.98
sample02413,no,monocyte,24.74
sample02414,no,monocyte,15.39
sample02430,no,monocyte,16.35
sample02431,no,monocyte,18.26
sample02432,no,monocyte,26.02
sample02436,no,monocyte,16.77
sample02437,no,monocyte,21.76
sample02438,no,monocyte,24.24
sample02478,no,monocyte,21.53
sample02479,no,monocyte,18.41
sample02480,no,monocyte,18.51
sample02541,no,monocyte,22.52
sample02542,no,monocyte,21.0
sample02543,no,monocyte,26.05
sample02583,no,monocyte,14.33
sample02584,no,monocyte,16.66
sample02585,no,monocyte,19.37
sample02592,no,monocyte,22.38
sample02593,no,monocyte,21.05
sample02594,no,monocyte,27.66
sample02619,no,monocyte,23.28
sample02620,no,monocyte,26.28
sample02621,no,monocyte,21.81
sample02646,no,monocyte,20.58
sample02647,no,monocyte,19.31
sample02648,no,monocyte,22.93
sample02661,no,monocyte,18.15
sample02662,no,monocyte,22.2
sample02663,no,monocyte,19.77
sample02664,no,monocyte,18.41
sample02665,no,monocyte,22.21
sample02666,no,monocyte,22.94
sample02667,no,monocyte,21.51
sample02668,no,monocyte,19.86
sample02669,no,monocyte,24.74
sample02682,no,monocyte,22.07
sample02683,no,monocyte,25.91
sample02684,no,monocyte,18.63
sample02700,no,monocyte,14.42
sample02701,no,monocyte,26.2
sample02702,no,monocyte,21.95
sample02706,no,monocyte,23.47
sample02707,no,monocyte,26.83
sample02708,no,monocyte,23.52
sample02718,no,monocyte,21.07
sample02719,no,monocyte,19.98
sample02720,no,monocyte,23.39
sample02742,no,monocyte,20.95
sample02743,no,monocyte,20.22
sample02744,no,monocyte,21.51
sample02775,no,monocyte,14.51
sample02776,no,monocyte,20.97
sample02777,no,monocyte,13.41
sample02799,no,monocyte,21.12
sample02800,no,monocyte,16.39
sample02801,no,monocyte,10.27
sample02811,no,monocyte,21.45
sample02812,no,monocyte,25.58
sample02813,no,monocyte,21.23
sample02829,no,monocyte,18.55
sample02830,no,monocyte,19.67
sample02831,no,monocyte,29.44
sample02886,no,monocyte,22.92
sample02887,no,monocyte,23.51
sample02888,no,monocyte,19.03
sample02889,no,monocyte,17.43
sample02890,no,monocyte,19.76
sample02891,no,monocyte,18.28
sample02901,no,monocyte,21.34
sample02902,no,monocyte,15.14
sample02903,no,monocyte,19.78
sample02961,no,monocyte,17.36
sample02962,no,monocyte,14.78
sample02963,no,monocyte,23.07
sample02970,no,monocyte,27.05
sample02971,no,monocyte,18.8
sample02972,no,monocyte,15.32
sample03006,no,monocyte,21.81
sample03007,no,monocyte,24.78
sample03008,no,monocyte,14.38
sample03030,no,monocyte,16.68
sample03031,no,monocyte,21.66
sample03032,no,monocyte,14.04
sample03051,no,monocyte,16.64
sample03052,no,monocyte,20.25
sample03053,no,monocyte,17.99
sample03096,no,monocyte,24.35
sample03097,no,monocyte,20.0
sample03098,no,monocyte,16.56
sample03108,no,monocyte,21.03
sample03109,no,monocyte,18.3
sample03110,no,monocyte,19.34
sample03132,no,monocyte,24.42
sample03133,no,monocyte,17.55
sample03134,no,monocyte,17.34
sample03186,no,monocyte,18.29
sample03187,no,monocyte,16.62
sample03188,no,monocyte,23.58
sample03198,no,monocyte,27.59
sample03199,no,monocyte,16.02
sample03200,no,monocyte,22.3
sample03213,no,monocyte,14.77
sample03214,no,monocyte,15.96
sample03215,no,monocyte,17.86
sample03252,no,monocyte,17.4
sample03253,no,monocyte,20.18
sample03254,no,monocyte,20.21
sample03258,no,monocyte,19.6
sample03259,no,monocyte,19.53
sample03260,no,monocyte,26.78
sample03318,no,monocyte,14.5
sample03319,no,monocyte,26.23
sample03320,no,monocyte,16.57
sample03321,no,monocyte,14.42
sample03322,no,monocyte,20.0
sample03323,no,monocyte,28.33
sample03333,no,monocyte,17.35
sample03334,no,monocyte,15.94
sample03335,no,monocyte,25.29
sample03363,no,monocyte,16.77
sample03364,no,monocyte,16.89
sample03365,no,monocyte,18.87
sample03384,no,monocyte,14.94
sample03385,no,monocyte,30.67
sample03386,no,monocyte,13.32
sample03390,no,monocyte,21.19
sample03391,no,monocyte,19.14
sample03392,no,monocyte,22.82
sample03402,no,monocyte,12.93
sample03403,no,monocyte,17.84
sample03404,no,monocyte,18.77
sample03414,no,monocyte,18.21
sample03415,no,monocyte,21.39
sample03416,no,monocyte,22.29
sample03420,no,monocyte,22.08
sample03421,no,monocyte,17.36
sample03422,no,monocyte,21.71
sample03432,no,monocyte,17.24
sample03433,no,monocyte,16.12
sample03434,no,monocyte,21.72
sample03474,no,monocyte,25.77
sample03475,no,monocyte,26.3
sample03476,no,monocyte,17.79
sample03489,no,monocyte,17.7
sample03490,no,monocyte,17.87
sample03491,no,monocyte,19.73
sample03552,no,monocyte,16.86
sample03553,no,monocyte,21.67
sample03554,no,monocyte,22.03
sample03579,no,monocyte,14.76
sample03580,no,monocyte,17.4
sample03581,no,monocyte,19.81
sample03615,no,monocyte,12.85
sample03616,no,monocyte,23.33
sample03617,no,monocyte,25.63
sample03633,no,monocyte,20.51
sample03634,no,monocyte,27.25
sample03635,no,monocyte,22.41
sample03666,no,monocyte,20.52
sample03667,no,monocyte,20.16
sample03668,no,monocyte,13.62
sample03681,no,monocyte,24.58
sample03682,no,monocyte,23.54
sample03683,no,monocyte,23.6
sample03684,no,monocyte,17.76
sample03685,no,monocyte,16.27
sample03686,no,monocyte,15.39
sample03699,no,monocyte,15.87
sample03700,no,monocyte,23.04
sample03701,no,monocyte,23.17
sample03717,no,monocyte,20.84
sample03718,no,monocyte,20.07
sample03719,no,monocyte,17.61
sample03720,no,monocyte,17.87
sample03721,no,monocyte,15.82
sample03722,no,monocyte,23.03
sample03738,no,monocyte,17.0
sample03739,no,monocyte,23.23
sample03740,no,monocyte,21.53
sample03768,no,monocyte,11.13
sample03769,no,monocyte,21.93
sample03770,no,monocyte,17.29
sample03774,no,monocyte,18.12
sample03775,no,monocyte,19.02
sample03776,no,monocyte,16.85
sample03816,no,monocyte,20.87
sample03817,no,monocyte,26.4
sample03818,no,monocyte,16.99
sample03891,no,monocyte,12.44
sample03892,no,monocyte,31.68
sample03893,no,monocyte,14.93
sample03939,no,monocyte,26.92
sample03940,no,monocyte,23.24
sample03941,no,monocyte,15.06
sample03972,no,monocyte,25.84
sample03973,no,monocyte,20.62
sample03974,no,monocyte,18.59
sample04062,no,monocyte,25.09
sample04063,no,monocyte,19.0
sample04064,no,monocyte,16.82
sample04074,no,monocyte,14.72
sample04075,no,monocyte,17.46
sample04076,no,monocyte,20.64
sample04095,no,monocyte,19.88
sample04096,no,monocyte,22.25
sample04097,no,monocyte,23.69
sample04134,no,monocyte,24.64
sample04135,no,monocyte,14.12
sample04136,no,monocyte,22.2
sample04143,no,monocyte,21.78
sample04144,no,monocyte,15.46
sample04145,no,monocyte,20.05
sample04182,no,monocyte,22.23
sample04183,no,monocyte,19.4
sample04184,no,monocyte,15.55
sample04191,no,monocyte,13.22
sample04192,no,monocyte,20.93
sample04193,no,monocyte,16.31
sample04200,no,monocyte,22.58
sample04201,no,monocyte,19.07
sample04202,no,monocyte,12.6
sample04206,no,monocyte,22.49
sample04207,no,monocyte,22.01
sample04208,no,monocyte,15.49
sample04209,no,monocyte,24.37
sample04210,no,monocyte,18.06
sample04211,no,monocyte,21.82
sample04278,no,monocyte,21.19
sample04279,no,monocyte,18.22
sample04280,no,monocyte,23.32
sample04308,no,monocyte,23.57
sample04309,no,monocyte,18.31
sample04310,no,monocyte,18.64
sample04338,no,monocyte,20.62
sample04339,no,monocyte,21.01
sample04340,no,monocyte,17.38
sample04419,no,monocyte,26.27
sample04420,no,monocyte,13.5
sample04421,no,monocyte,15.44
sample04428,no,monocyte,17.12
sample04429,no,monocyte,21.59
sample04430,no,monocyte,22.48
sample04449,no,monocyte,17.47
sample04450,no,monocyte,26.09
sample04451,no,monocyte,14.24
sample07503,no,monocyte,20.85
sample07504,no,monocyte,16.04
sample07505,no,monocyte,16.85
sample07515,no,monocyte,19.19
sample07516,no,monocyte,19.85
sample07517,no,monocyte,19.86
sample07542,no,monocyte,22.23
sample07543,no,monocyte,26.17
sample07544,no,monocyte,24.47
sample07620,no,monocyte,21.59
sample07621,no,monocyte,14.73
sample07622,no,monocyte,13.26
sample07632,no,monocyte,18.34
sample07633,no,monocyte,21.4
sample07634,no,monocyte,11.97
sample07644,no,monocyte,19.92
sample07645,no,monocyte,21.57
sample07646,no,monocyte,18.65
sample07653,no,monocyte,22.88
sample07654,no,monocyte,18.87
sample07655,no,monocyte,13.87
sample07674,no,monocyte,20.75
sample07675,no,monocyte,20.62
sample07676,no,monocyte,20.38
sample07698,no,monocyte,12.27
sample07699,no,monocyte,21.17
sample07700,no,monocyte,17.24
sample07710,no,monocyte,13.46
sample07711,no,monocyte,23.05
sample07712,no,monocyte,15.4
sample07722,no,monocyte,23.21
sample07723,no,monocyte,18.54
sample07724,no,monocyte,27.69
sample07734,no,monocyte,29.61
sample07735,no,monocyte,12.48
sample07736,no,monocyte,24.79
sample07746,no,monocyte,19.4
sample07747,no,monocyte,27.0
sample07748,no,monocyte,24.76
sample07809,no,monocyte,21.04
sample07810,no,monocyte,16.8
sample07811,no,monocyte,16.58
sample07815,no,monocyte,21.28
sample07816,no,monocyte,26.06
sample07817,no,monocyte,10.38
sample07818,no,monocyte,17.12
sample07819,no,monocyte,18.46
sample07820,no,monocyte,24.49
sample07833,no,monocyte,22.56
sample07834,no,monocyte,9.56
sample07835,no,monocyte,19.94
sample07872,no,monocyte,15.5
sample07873,no,monocyte,13.43
sample07874,no,monocyte,19.37
sample07899,no,monocyte,22.59
sample07900,no,monocyte,24.68
sample07901,no,monocyte,22.03
sample07926,no,monocyte,18.45
sample07927,no,monocyte,15.06
sample07928,no,monocyte,15.77
sample07929,no,monocyte,20.86
sample07930,no,monocyte,25.05
sample07931,no,monocyte,16.97
sample07932,no,monocyte,21.6
sample07933,no,monocyte,24.17
sample07934,no,monocyte,21.14
sample07941,no,monocyte,17.96
sample07942,no,monocyte,17.17
sample07943,no,monocyte,16.97
sample07959,no,monocyte,24.38
sample07960,no,monocyte,25.35
sample07961,no,monocyte,13.03
sample08004,no,monocyte,17.47
sample08005,no,monocyte,22.67
sample08006,no,monocyte,23.55
sample08013,no,monocyte,17.94
sample08014,no,monocyte,13.62
sample08015,no,monocyte,24.08
sample08028,no,monocyte,21.95
sample08029,no,monocyte,22.23
sample08030,no,monocyte,19.85
sample08049,no,monocyte,16.44
sample08050,no,monocyte,19.31
sample08051,no,monocyte,16.31
sample08064,no,monocyte,15.77
sample08065,no,monocyte,20.16
sample08066,no,monocyte,17.86
sample08076,no,monocyte,20.06
sample08077,no,monocyte,23.64
sample08078,no,monocyte,21.98
sample08118,no,monocyte,22.8
sample08119,no,monocyte,23.13
sample08120,no,monocyte,17.61
sample08133,no,monocyte,29.61
sample08134,no,monocyte,20.93
sample08135,no,monocyte,19.47
sample08142,no,monocyte,27.57
sample08143,no,monocyte,14.32
sample08144,no,monocyte,17.26
sample08160,no,monocyte,16.65
sample08161,no,monocyte,18.38
sample08162,no,monocyte,17.21
sample08184,no,monocyte,23.6
sample08185,no,monocyte,27.87
sample08186,no,monocyte,18.61
sample08214,no,monocyte,21.32
sample08215,no,monocyte,18.75
sample08216,no,monocyte,13.97
sample08277,no,monocyte,26.73
sample08278,no,monocyte,17.14
sample08279,no,monocyte,20.59
sample08304,no,monocyte,16.8
sample08305,no,monocyte,19.81
sample08306,no,monocyte,25.85
sample08313,no,monocyte,25.67
sample08314,no,monocyte,16.16
sample08315,no,monocyte,20.44
sample08325,no,monocyte,24.31
sample08326,no,monocyte,18.97
sample08327,no,monocyte,18.59
sample08331,no,monocyte,27.01
sample08332,no,monocyte,18.1
sample08333,no,monocyte,18.52
sample08334,no,monocyte,23.34
sample08335,no,monocyte,15.41
sample08336,no,monocyte,19.43
sample08367,no,monocyte,14.77
sample08368,no,monocyte,19.08
sample08369,no,monocyte,15.66
sample08397,no,monocyte,20.54
sample08398,no,monocyte,13.78
sample08399,no,monocyte,13.31
sample08412,no,monocyte,19.4
sample08413,no,monocyte,21.18
sample08414,no,monocyte,26.34
sample08415,no,monocyte,19.22
sample08416,no,monocyte,23.58
sample08417,no,monocyte,19.11
sample08421,no,monocyte,21.3
sample08422,no,monocyte,20.3
sample08423,no,monocyte,21.39
sample08433,no,monocyte,17.82
sample08434,no,monocyte,18.79
sample08435,no,monocyte,14.68
sample08436,no,monocyte,24.57
sample08437,no,monocyte,21.42
sample08438,no,monocyte,10.33
sample08439,no,monocyte,17.06
sample08440,no,monocyte,23.51
sample08441,no,monocyte,12.95
sample08460,no,monocyte,20.81
sample08461,no,monocyte,20.96
sample08462,no,monocyte,24.6
sample08472,no,monocyte,21.58
sample08473,no,monocyte,20.08
sample08474,no,monocyte,23.98
sample08493,no,monocyte,18.47
sample08494,no,monocyte,25.65
sample08495,no,monocyte,22.58
sample08502,no,monocyte,15.94
sample08503,no,monocyte,18.69
sample08504,no,monocyte,18.98
sample08520,no,monocyte,17.29
sample08521,no,monocyte,20.07
sample08522,no,monocyte,18.41
sample08526,no,monocyte,28.93
sample08527,no,monocyte,19.06
sample08528,no,monocyte,20.43
sample08541,no,monocyte,25.46
sample08542,no,monocyte,16.98
sample08543,no,monocyte,14.11
sample08556,no,monocyte,19.45
sample08557,no,monocyte,18.77
sample08558,no,monocyte,20.51
sample08559,no,monocyte,17.89
sample08560,no,monocyte,20.81
sample08561,no,monocyte,22.13
sample08589,no,monocyte,22.16
sample08590,no,monocyte,20.67
sample08591,no,monocyte,23.29
sample08637,no,monocyte,18.37
sample08638,no,monocyte,17.84
sample08639,no,monocyte,16.37
sample08661,no,monocyte,24.64
sample08662,no,monocyte,16.84
sample08663,no,monocyte,14.74
sample08664,no,monocyte,16.79
sample08665,no,monocyte,21.64
sample08666,no,monocyte,23.26
sample08712,no,monocyte,16.39
sample08713,no,monocyte,16.35
sample08714,no,monocyte,14.21
sample08730,no,monocyte,19.3
sample08731,no,monocyte,17.97
sample08732,no,monocyte,15.31
sample08751,no,monocyte,22.19
sample08752,no,monocyte,23.1
sample08753,no,monocyte,13.24
sample08763,no,monocyte,22.05
sample08764,no,monocyte,17.86
sample08765,no,monocyte,16.94
sample08805,no,monocyte,22.56
sample08806,no,monocyte,25.3
sample08807,no,monocyte,20.99
sample08874,no,monocyte,21.68
sample08875,no,monocyte,16.97
sample08876,no,monocyte,30.01
sample08919,no,monocyte,21.03
sample08920,no,monocyte,20.65
sample08921,no,monocyte,19.2
sample08952,no,monocyte,15.93
sample08953,no,monocyte,14.27
sample08954,no,monocyte,17.85
sample08958,no,monocyte,19.18
sample08959,no,monocyte,25.89
sample08960,no,monocyte,15.69
sample08967,no,monocyte,17.32
sample08968,no,monocyte,20.45
sample08969,no,monocyte,20.8
sample08976,no,monocyte,14.82
sample08977,no,monocyte,23.79
sample08978,no,monocyte,19.77
sample09003,no,monocyte,21.12
sample09004,no,monocyte,24.27
sample09005,no,monocyte,23.23
sample09030,no,monocyte,13.69
sample09031,no,monocyte,18.63
sample09032,no,monocyte,22.71
sample09036,no,monocyte,20.43
sample09037,no,monocyte,20.8
sample09038,no,monocyte,26.16
sample09039,no,monocyte,19.8
sample09040,no,monocyte,19.83
sample09041,no,monocyte,22.49
sample09048,no,monocyte,18.51
sample09049,no,monocyte,19.45
sample09050,no,monocyte,16.67
sample09060,no,monocyte,19.71
sample09061,no,monocyte,19.44
sample09062,no,monocyte,22.67
sample09066,no,monocyte,20.34
sample09067,no,monocyte,19.73
sample09068,no,monocyte,20.8
sample09150,no,monocyte,23.71
sample09151,no,monocyte,20.73
sample09152,no,monocyte,15.28
sample09159,no,monocyte,21.79
sample09160,no,monocyte,21.53
sample09161,no,monocyte,22.95
sample09183,no,monocyte,15.01
sample09184,no,monocyte,25.36
